CP000031,GenBank,gene,25770,27608,.,+,1,"Name=SPO0027 ;SPO0027,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0027
CP000031,GenBank,gene,27605,29437,.,+,1,"Name=SPO0028 ;SPO0028,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0028
CP000031,GenBank,gene,29456,30709,.,+,1,"Name=rumA ;rumA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0029
CP000031,GenBank,gene,30727,31503,.,+,1,"Name=SPO0030 ;SPO0030,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0030
CP000031,GenBank,gene,31568,32086,.,+,1,"Name=SPO0031 ;SPO0031,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0031
CP000031,GenBank,gene,32458,33366,.,+,1,"Name=SPO0033 ;SPO0033,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0033
CP000031,GenBank,gene,33377,34816,.,-,1,"Name=SPO0034 ;SPO0034,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0034
CP000031,GenBank,gene,34823,36502,.,-,1,"Name=SPO0035 ;SPO0035,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0035
CP000031,GenBank,gene,36520,37542,.,-,1,"Name=SPO0036 ;SPO0036,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0036
CP000031,GenBank,gene,37703,38752,.,-,1,"Name=SPO0037 ;SPO0037,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0037
CP000031,GenBank,gene,38766,39566,.,-,1,"Name=kdsB ;kdsB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0038
CP000031,GenBank,gene,39567,40364,.,-,1,"Name=cysQ ;cysQ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0039
CP000031,GenBank,gene,40483,41304,.,+,1,"Name=SPO0040 ;SPO0040,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0040
CP000031,GenBank,gene,41301,41885,.,+,1,"Name=SPO0041 ;SPO0041,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0041
CP000031,GenBank,gene,41882,42478,.,-,1,"Name=SPO0042 ;SPO0042,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0042
CP000031,GenBank,gene,42698,44611,.,+,1,"Name=dnaK ;dnaK,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0043
CP000031,GenBank,gene,44687,45832,.,+,1,"Name=dnaJ ;dnaJ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0044
CP000031,GenBank,gene,46122,46925,.,+,1,"Name=thiD ;thiD,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0045
CP000031,GenBank,gene,46922,47899,.,+,1,"Name=SPO0046 ;SPO0046,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0046
CP000031,GenBank,gene,47883,48077,.,+,1,"Name=thiS ;thiS,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0046a
CP000031,GenBank,gene,48081,48845,.,+,1,"Name=thiG ;thiG,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0047
CP000031,GenBank,gene,48842,49438,.,+,1,"Name=thiE ;thiE,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0048
CP000031,GenBank,gene,49417,50400,.,+,1,"Name=SPO0049 ;SPO0049,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0049
CP000031,GenBank,gene,50309,51349,.,+,1,"Name=SPO0050 ;SPO0050,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0050
CP000031,GenBank,gene,51382,52026,.,+,1,"Name=SPO0051 ;SPO0051,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0051
CP000031,GenBank,gene,51960,52751,.,+,1,"Name=SPO0052 ;SPO0052,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0052
CP000031,GenBank,gene,52706,53482,.,+,1,"Name=SPO0053 ;SPO0053,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0053
CP000031,GenBank,gene,53600,54274,.,+,1,"Name=radC ;radC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0054
CP000031,GenBank,gene,54337,55893,.,-,1,"Name=SPO0055 ;SPO0055,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0055
CP000031,GenBank,gene,55919,56911,.,-,1,"Name=SPO0056 ;SPO0056,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0056
CP000031,GenBank,gene,57011,59716,.,-,1,"Name=secA ;secA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0057
CP000031,GenBank,gene,59912,60742,.,+,1,"Name=SPO0058 ;SPO0058,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0058
CP000031,GenBank,gene,60750,61976,.,+,1,"Name=argJ ;argJ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0059
CP000031,GenBank,gene,61973,62371,.,+,1,"Name=mutT ;mutT,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0060
CP000031,GenBank,gene,62848,65355,.,-,1,"Name=infB ;infB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0061
CP000031,GenBank,gene,65364,65987,.,-,1,"Name=SPO0062 ;SPO0062,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0062
CP000031,GenBank,gene,66012,67637,.,-,1,"Name=nusA ;nusA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0063
CP000031,GenBank,gene,67637,68263,.,-,1,"Name=rimP ;rimP,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0064
CP000031,GenBank,gene,68420,69241,.,-,1,"Name=SPO0065 ;SPO0065,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0065
CP000031,GenBank,gene,69238,70188,.,-,1,"Name=pip ;pip,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0066
CP000031,GenBank,gene,70268,71014,.,+,1,"Name=ubiG ;ubiG,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0067
CP000031,GenBank,gene,71105,71545,.,-,1,"Name=SPO0068 ;SPO0068,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0068
CP000031,GenBank,gene,71558,72388,.,-,1,"Name=SPO0069 ;SPO0069,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0069
CP000031,GenBank,gene,72385,72645,.,-,1,"Name=SPO0070 ;SPO0070,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0070
CP000031,GenBank,gene,72738,73466,.,-,1,"Name=SPO0071 ;SPO0071,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0071
CP000031,GenBank,gene,73483,74316,.,+,1,"Name=SPO0072 ;SPO0072,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0072
CP000031,GenBank,gene,74429,75424,.,+,1,"Name=hemH ;hemH,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0073
CP000031,GenBank,gene,75521,75706,.,-,1,"Name=SPO0074 ;SPO0074,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0074
CP000031,GenBank,gene,75848,76474,.,-,1,"Name=SPO0075 ;SPO0075,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0075
CP000031,GenBank,gene,76609,77127,.,+,1,"Name=SPO0076 ;SPO0076,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0076
CP000031,GenBank,gene,77195,77659,.,-,1,"Name=ptsN ;ptsN,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0077
CP000031,GenBank,gene,77723,78286,.,-,1,"Name=SPO0078 ;SPO0078,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0078
CP000031,GenBank,gene,78536,79294,.,-,1,"Name=SPO0079 ;SPO0079,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0079
CP000031,GenBank,gene,79294,79785,.,-,1,"Name=SPO0080 ;SPO0080,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0080
CP000031,GenBank,gene,79789,80397,.,-,1,"Name=SPO0081 ;SPO0081,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0081
CP000031,GenBank,gene,80401,81369,.,-,1,"Name=kdsD ;kdsD,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0082
CP000031,GenBank,gene,81366,81980,.,-,1,"Name=SPO0083 ;SPO0083,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0083
CP000031,GenBank,gene,82247,83701,.,-,1,"Name=betB ;betB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0084
CP000031,GenBank,gene,83874,84212,.,+,1,"Name=SPO0085 ;SPO0085,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0085
CP000031,GenBank,gene,84326,85588,.,+,1,"Name=SPO0086 ;SPO0086,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0086
CP000031,GenBank,gene,85616,86671,.,+,1,"Name=SPO0087 ;SPO0087,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0087
CP000031,GenBank,gene,86668,88158,.,+,1,"Name=SPO0088 ;SPO0088,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0088
CP000031,GenBank,gene,88160,89155,.,+,1,"Name=SPO0089 ;SPO0089,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0089
CP000031,GenBank,gene,89159,90235,.,+,1,"Name=SPO0090 ;SPO0090,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0090
CP000031,GenBank,gene,90242,91147,.,-,1,"Name=SPO0091 ;SPO0091,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0091
CP000031,GenBank,gene,91224,92447,.,-,1,"Name=SPO0092 ;SPO0092,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0092
CP000031,GenBank,gene,92595,93185,.,+,1,"Name=pncA ;pncA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0093
CP000031,GenBank,gene,93264,95495,.,+,1,"Name=SPO0094 ;SPO0094,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0094
CP000031,GenBank,gene,95526,96869,.,+,1,"Name=pncB ;pncB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0095
CP000031,GenBank,gene,96926,97840,.,-,1,"Name=SPO0096 ;SPO0096,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0096
CP000031,GenBank,gene,97843,99294,.,-,1,"Name=SPO0097 ;SPO0097,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0097
CP000031,GenBank,gene,99759,101357,.,-,1,"Name=SPO0098 ;SPO0098,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0098
CP000031,GenBank,gene,101354,102169,.,-,1,"Name=SPO0099 ;SPO0099,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0099
CP000031,GenBank,gene,102166,103113,.,-,1,"Name=SPO0100 ;SPO0100,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0100
CP000031,GenBank,gene,103222,104709,.,-,1,"Name=SPO0101 ;SPO0101,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0101
CP000031,GenBank,gene,104880,105719,.,+,1,"Name=panB ;panB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0102
CP000031,GenBank,gene,105716,106573,.,+,1,"Name=panC ;panC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0103
CP000031,GenBank,gene,106644,108122,.,+,1,"Name=glpK ;glpK,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0104
CP000031,GenBank,gene,108119,109378,.,-,1,"Name=SPO0105 ;SPO0105,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0105
CP000031,GenBank,gene,109440,110210,.,-,1,"Name=SPO0106 ;SPO0106,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0106
CP000031,GenBank,gene,110244,112283,.,-,1,"Name=recQ ;recQ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0107
CP000031,GenBank,gene,112680,112952,.,-,1,"Name=SPO0108 ;SPO0108,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0108
CP000031,GenBank,gene,113139,114266,.,-,1,"Name=SPO0109 ;SPO0109,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0109
CP000031,GenBank,gene,114268,116994,.,-,1,"Name=SPO0110 ;SPO0110,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0110
CP000031,GenBank,gene,116991,118055,.,-,1,"Name=SPO0111 ;SPO0111,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0111
CP000031,GenBank,gene,118243,120084,.,+,1,"Name=phaC ;phaC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0112
CP000031,GenBank,gene,120115,120879,.,+,1,"Name=fabI-1 ;fabI-1,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0113
CP000031,GenBank,gene,120897,121097,.,+,1,"Name=SPO0114 ;SPO0114,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0114
CP000031,GenBank,gene,121130,122524,.,+,1,"Name=SPO0115 ;SPO0115,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0115
CP000031,GenBank,gene,122521,123705,.,+,1,"Name=ackA ;ackA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0116
CP000031,GenBank,gene,126237,127478,.,+,1,"Name=SPO0118 ;SPO0118,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0118
CP000031,GenBank,gene,127691,128194,.,-,1,"Name=SPO0119 ;SPO0119,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0119
CP000031,GenBank,gene,128242,129201,.,+,1,"Name=SPO0120 ;SPO0120,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0120
CP000031,GenBank,gene,130161,130448,.,-,1,"Name=SPO0122 ;SPO0122,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0122
CP000031,GenBank,gene,130602,131966,.,+,1,"Name=SPO0123 ;SPO0123,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0123
CP000031,GenBank,gene,131966,132847,.,+,1,"Name=mepA ;mepA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0124
CP000031,GenBank,gene,132820,133704,.,+,1,"Name=SPO0125 ;SPO0125,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0125
CP000031,GenBank,gene,133714,134445,.,+,1,"Name=SPO0126 ;SPO0126,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0126
CP000031,GenBank,gene,134704,135123,.,+,1,"Name=SPO0127 ;SPO0127,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0127
CP000031,GenBank,gene,135168,135923,.,+,1,"Name=SPO0128 ;SPO0128,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0128
CP000031,GenBank,gene,135951,136958,.,+,1,"Name=SPO0129 ;SPO0129,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0129
CP000031,GenBank,gene,137081,137494,.,+,1,"Name=SPO0130 ;SPO0130,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0130
CP000031,GenBank,gene,137668,138210,.,+,1,"Name=idi ;idi,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0131
CP000031,GenBank,gene,138223,140442,.,-,1,"Name=SPO0132 ;SPO0132,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0132
CP000031,GenBank,gene,140575,146001,.,+,1,"Name=SPO0133 ;SPO0133,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0133
CP000031,GenBank,gene,145998,146564,.,+,1,"Name=SPO0134 ;SPO0134,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0134
CP000031,GenBank,gene,146554,148593,.,+,1,"Name=pbpC ;pbpC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0135
CP000031,GenBank,gene,148600,150645,.,-,1,"Name=SPO0136 ;SPO0136,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0136
CP000031,GenBank,gene,150642,153404,.,-,1,"Name=SPO0137 ;SPO0137,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0137
CP000031,GenBank,gene,153401,154276,.,-,1,"Name=SPO0138 ;SPO0138,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0138
CP000031,GenBank,gene,154273,155280,.,-,1,"Name=SPO0139 ;SPO0139,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0139
CP000031,GenBank,gene,155346,155927,.,+,1,"Name=SPO0140 ;SPO0140,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0140
CP000031,GenBank,gene,155946,156515,.,-,1,"Name=SPO0141 ;SPO0141,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0141
CP000031,GenBank,gene,156963,158138,.,+,1,"Name=bktB ;bktB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0142
CP000031,GenBank,gene,158208,159194,.,-,1,"Name=SPO0143 ;SPO0143,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0143
CP000031,GenBank,gene,159233,160762,.,-,1,"Name=ubiB ;ubiB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0144
CP000031,GenBank,gene,160766,161539,.,-,1,"Name=ubiE ;ubiE,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0145
CP000031,GenBank,gene,161604,162455,.,+,1,"Name=mutM ;mutM,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0146
CP000031,GenBank,gene,162522,163298,.,+,1,"Name=SPO0147 ;SPO0147,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0147
CP000031,GenBank,gene,163518,163781,.,+,1,"Name=rpsT ;rpsT,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0148
CP000031,GenBank,gene,164331,165737,.,+,1,"Name=dnaA ;dnaA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0149
CP000031,GenBank,gene,165999,167117,.,+,1,"Name=dnaN ;dnaN,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0150
CP000031,GenBank,gene,167177,168277,.,+,1,"Name=recF ;recF,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0151
CP000031,GenBank,gene,168274,168894,.,+,1,"Name=SPO0152 ;SPO0152,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0152
CP000031,GenBank,gene,168887,169474,.,-,1,"Name=SPO0153 ;SPO0153,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0153
CP000031,GenBank,gene,169581,170174,.,+,1,"Name=SPO0154 ;SPO0154,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0154
CP000031,GenBank,gene,170259,172676,.,+,1,"Name=gyrB ;gyrB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0155
CP000031,GenBank,gene,172724,174295,.,-,1,"Name=rtcR ;rtcR,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0156
CP000031,GenBank,gene,174344,176026,.,+,1,"Name=SPO0157 ;SPO0157,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0157
CP000031,GenBank,gene,176231,176306,.,+,1,"Name=SPO_tRNA-Gln-1 ;SPO_tRNA-Gln-1,*gbkey: Gene,*gene_biotype: tRNA",locus_tag=SPO_tRNA-Gln-1
CP000031,GenBank,gene,176312,176389,.,+,1,"Name=SPO_tRNA-Pro-2 ;SPO_tRNA-Pro-2,*gbkey: Gene,*gene_biotype: tRNA",locus_tag=SPO_tRNA-Pro-2
CP000031,GenBank,gene,177007,178419,.,+,1,"Name=SPO0160 ;SPO0160,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0160
CP000031,GenBank,gene,178533,179147,.,-,1,"Name=SPO0161 ;SPO0161,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0161
CP000031,GenBank,gene,179479,179967,.,+,1,"Name=SPO0162 ;SPO0162,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0162
CP000031,GenBank,gene,180023,182494,.,+,1,"Name=SPO0163 ;SPO0163,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0163
CP000031,GenBank,gene,182491,184470,.,-,1,"Name=SPO0164 ;SPO0164,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0164
CP000031,GenBank,gene,184467,185198,.,-,1,"Name=SPO0165 ;SPO0165,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0165
CP000031,GenBank,gene,185200,187245,.,-,1,"Name=SPO0166 ;SPO0166,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0166
CP000031,GenBank,gene,187255,188823,.,-,1,"Name=SPO0167 ;SPO0167,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0167
CP000031,GenBank,gene,188930,189568,.,+,1,"Name=SPO0168 ;SPO0168,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0168
CP000031,GenBank,gene,189622,190320,.,+,1,"Name=SPO0169 ;SPO0169,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0169
CP000031,GenBank,gene,190330,192417,.,+,1,"Name=flhA ;flhA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0170
CP000031,GenBank,gene,192414,193187,.,+,1,"Name=fliR ;fliR,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0171
CP000031,GenBank,gene,193184,194272,.,+,1,"Name=flhB ;flhB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0172
CP000031,GenBank,gene,194266,194679,.,+,1,"Name=SPO0173 ;SPO0173,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0173
CP000031,GenBank,gene,194774,195310,.,-,1,"Name=SPO0174 ;SPO0174,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0174
CP000031,GenBank,gene,195319,196059,.,-,1,"Name=flgH ;flgH,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0175
CP000031,GenBank,gene,196056,196472,.,-,1,"Name=flgA ;flgA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0176
CP000031,GenBank,gene,196472,197257,.,-,1,"Name=flgG ;flgG,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0177
CP000031,GenBank,gene,197281,197931,.,-,1,"Name=flgF ;flgF,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0178
CP000031,GenBank,gene,197995,198267,.,-,1,"Name=fliQ ;fliQ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0179
CP000031,GenBank,gene,198271,198561,.,-,1,"Name=SPO0180 ;SPO0180,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0180
CP000031,GenBank,gene,198574,198981,.,-,1,"Name=flgC ;flgC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0181
CP000031,GenBank,gene,198978,199394,.,-,1,"Name=flgB ;flgB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0182
